created_at,express_pk,PK_x,creator,expression_answer,PK_y,express_question
1716586479,express#76eab0af-51af-4644-80f8-5087bb780634,expression#8d9bc747-0bf5-4abc-a035-1226567fc067,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,"Find Satoshi, as he created Bitcoin, which is fascinating.",express#76eab0af-51af-4644-80f8-5087bb780634,"If time travel was real, which historical event would you sabotage to see its ripple effects, and why?"
1710946578,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#79845284-4c75-405a-809a-c6f1f9369654,user#user_2YoW9eFdjtwR4YYfpGg7f4MmLX6,low expectations ,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1711543751,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#ea9b2b35-8de2-4de7-a9d5-159aecc94776,user#user_2eGucX4eJjvRlpxIGlurnuMu8W4,I would sell posters with pictures of famous dancers or studios and a quote they said on the poster.,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1711966656,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#aa7c40b2-9d7a-43ee-84cd-e0df4c1070a1,user#user_2eUj1HD0bXRySTvVG93B1oqhshq,Openness and trust ,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712310951,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#8ca15382-bad4-447b-bf30-83a5908875bf,user#user_2bP2Rw0wUFI50EpT2tcthFQNCAm,Communication and trust,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712338046,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#5072d5e1-921f-47eb-9f0b-42cfff4091bb,user#user_2YYNVmnbOHGWtLo2Xil0pRZHRAo,Ability to resolve conflict,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712350532,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#a3ffcecd-a1a5-49a2-8e8e-a5493c6ad5b6,user#user_2ehEhSnJGA1L3PqhMlMLGpelO9s,"Growing together, inspiring each other.",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712720744,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#d443fd6c-f5bf-409c-97bc-a235483e683a,user#user_2etOxIy0iPOmJKPBj6tiL9m0OLg,Value. A couple should have the same value of life.,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712776863,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#e8aeb0de-ebbb-4642-a64c-8de015a7726f,user#user_2am8iylZ7YMb79Ry20fdHfRhpze,Be real.,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712782986,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#9b4f274e-aa88-42b9-a8a2-1f454c031299,user#user_2YZ8oZMtMNvPA0ek08kGEioZn4x,Trust and stable income ,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712785282,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#f84ff8af-b01f-49a4-bc07-a9aa8bb2af28,user#user_2evV0EX0sZAaqipKl182cS8Zwzb,"Trust, respect, feel psychologically safe to communicate, contribute and debate, emotionally intelligent with each other. ",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712787742,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#4cc88300-2a96-48a9-87a8-fc17d28ef533,user#user_2evaszImEAxWjWvX06GnEcurWgH,trust ,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712793430,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#a57938c8-eb9b-4e1d-98a0-e4541696da12,user#user_2d5x9RoQhntPrxzYwHyr7Mk2RLk,"Communication, be genuine ",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712802242,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#83255b3c-e09d-40ae-b93f-b0d308b798e8,user#user_2dVKRIiOFW6DrJbGeRLzdKzWrzf,Be happy,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712817124,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#5cc71f02-b7dd-430b-978a-bdf52c89a804,user#user_2ewYEXRZNhOik4gDFdwHAE0HBBi,"Compatibility, emotional intelligence and effort",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712834150,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#c20bdc57-a19a-422e-8b01-f7a63aa3b037,user#user_2ex6idcvBbGIW4DUkTTTHaqIO3N,"Similar values, empathy, honesty, good communication, vulnerability, being able to self-regulate, no ownership/entitlement",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712839477,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#f3ced917-15f4-4e3f-a69a-5b234aef4756,user#user_2exHRyOF0pJFHFllTJQtYbV725G,Love deeply and truly,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712862253,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#5903af15-86b3-4948-8aa6-00676b1ad64b,user#user_2ey1AiQogy1x5MfCLUo7rykoSXZ,Love #relationshup,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712869063,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#3b563b26-6c84-4fcc-8eb3-c36d130737e2,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Money,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712873665,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#a364a8fc-3a5e-48d1-90ec-1630893cc74a,user#user_2eyOK3QmcfFrZUMN23JZENCQu6f,I think you need to trust one another and be honest. ,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1712880319,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#29eaa01b-2373-4021-93c9-e4ec44e7e1ea,user#user_2eyc81XJUgAHcb5whsBRw0ZbWTb,To be able to understand each other through the good and bad of times.,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1713026508,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#1d1d4b7a-5613-43ee-883e-98140401f23e,user#user_2f3Og7u2pr8pcuo5vUp0FCXkXni,"Trust, respect, truthfulness, love and care",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1713033960,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#677f24fe-d074-4f23-9acd-d0295d19ee78,user#user_2f3dUQi6mtlxs2vyBup9hJn4Rim,"Honesty and commitment, without those virtues, a relationship cannot last a long time.",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1713145315,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#bda97994-2ed5-4af4-94fa-738610430bbd,user#user_2amTRbI6gimQWWAo9aE9zSoyUtg,"Trust, love, communication, support, and spending quality time together. ",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1713161834,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#c67f6706-b049-435e-9dfe-f2b71fddbd95,user#user_2f7ozvfkunUSxOrUMZfiykFPlk1,the effort to understand,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1713291291,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#efc870df-92b8-4871-82aa-522b17b42882,user#user_2fBxS659N6pIiEcAIHAgkuAc49v,Good food every now and then lolll,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1713381174,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#3f51e3a3-ad0f-4b03-9b33-8eca7b72ecb2,user#user_2fEzJEp5lUhkYUyfHuo4o1WCKWz,Mutual respect and communication,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1713501467,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#ac8a8db3-2c1b-4a51-bac3-5d342b0645e8,user#user_2YkTlbTqMuKBhQApoIFkx6Fvtar,true and love,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1713576586,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#6fcfdfe9-ad6f-4c91-bbd3-240532f2b316,user#user_2fL8L9uCMxQULw7z1hpsBIqL8LV,Wisdom,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1713641772,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#cad65e33-a195-4266-9137-55655e7e9f2d,user#user_2fNUN8nUmtgrjAZ66fYlmFUYgdD,Openness. Communication. Boundaries. Realistic expectations ,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1713664021,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#6a142505-fa00-4bdd-b3fa-4c97934844b9,user#user_2fNnDzEp20xg3KsgsLiAiLJCY3f,"Trust and find things new in each other, be curious and humorous. ",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1713689900,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#ff9c72ee-ce46-4800-98d5-cb694678f624,user#user_2fP4mFopvqjBnfIRRiFWsc0Tbjl,"Communication comes first before everything else if we are exclusively looking at the fundamental ingredients of a long-lasting relationship that is satisfactory to both parties. Honesty, trust, compromise, effort, and understanding are all obvious but incredibly overlooked aspects of a relationship that are forsaken for more short-term pleasures or selfish gain. There is probably more synonyms that could fall under the aforementioned ingredients, but I believe these should be 100% present in a relationship for it to work; the lack of presence for any of these in these ingredients will destroy relationships. ",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1713735985,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#484c54c9-7953-4fb3-b4ed-71aaef9b2910,user#user_2fIJBMdG7sgS09aeC6UgiM4ExQJ,be vulnerable to each other,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1713833246,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#23b68264-4a03-4453-b71b-0c519e25e018,user#user_2fTlMO7oYScQO6Z6A77XgCeU8SO,"Understanding, concessions, and communication",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1713919637,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#5851764a-31af-4988-ae00-59f25bcdb921,user#user_2fIXFvGCHAuPBvc6mZiVZqoi3zw,qwwerr,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1713932625,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#ea238343-251f-4ddf-91a3-5d5206946eef,user#user_2fIEx0RSRxymW0vppaPmQDBaKlG,Communication and respect and the desire to be better together ,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1714001300,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#9b44c292-89bf-4078-8361-ff47c0a1ef29,user#user_2fZFEGcK8FPfSzdmVs48XJhOf43,Trust ,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1714014373,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#7e859c51-345b-43ed-a216-52a25e6a9436,user#user_2fZfdpDypnRf7900P2uM0pqDpj6,"Emotional value, financial value, sexual value",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1714174226,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#a31be603-067a-4f45-89eb-319b2a164c81,user#user_2feu0swJYUUTjd4xvWbok8oDAkJ,Commitment,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1714272314,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#edb403c3-aefa-42c0-abfc-4d543ab50e36,user#user_2fi7rPDboFFBsaIzLqrGdJRSXGO,Trust,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1714353287,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#79d97a3a-adff-416d-846f-61d724fb6d22,user#user_2feivkaCnWqgW3JqPhyqFwTmUk9,"Respect, trust, confidentiality, accountability, compatible, no judge.",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1714746643,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#9a3be259-553c-4b95-bc01-8d34454f9780,user#user_2fxd5Kt7pvvAsJwPRj1OQzJUaPt,Ceyper security ,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1715448228,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#d7e16e4c-8254-48c6-930a-356af14afac4,user#user_2gHZk2C2qV4ixicuE3Ok4Cdd7oe,So many key ingredients for a lasting and fulfilling relationship that I feel long-lasting affection doesn’t exist 😂,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1715633334,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#b800c41a-78c8-4400-b903-1fbb2eed31d2,user#user_2b1FSz7FIpO1EFC6OueZAIaa1Hs,"Transparency, commitment, and growing together, because creating mutual positive experiences strengthens a relationship.",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1715659977,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#4ae16521-21c9-4420-af3e-411a46d74132,user#user_2gRQBCsmKqY9y2gg7QiqN0L6hQh,"Laughing together, quality time, emotional intimacy, consistent effort. The most crucial one is emotional intimacy.",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1715713494,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#3537b7ee-f34a-4644-9e4d-e9534b4a3fcb,user#user_2gTBUnjiWshIOCD7OMp6WMYdrfG,"Loyalty, compassion and love, reigniting that spark by changing things up if it ever seems dull.",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1715832532,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#43c5fe6d-a549-4265-907d-057f8f928a8d,user#user_2evcpFPOeTITpKfMOdSkrpju4JS,"Trust, grow and explore together, mutual affections and support.",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1715931207,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#92f6ca07-ad3e-4a18-b2ed-ce85e0a62dc5,user#user_2gaIjmw61pVhZPsaLARggvS3Cyg,Conflict resolution skills. Blabalabala.,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1716007777,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#1c686a12-c2b7-48a2-b296-fda9e5f05204,user#user_2gcY9rkcdNo7vSrMVsOLxns1fep,Compromise and flexibility,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1716063463,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#06ea0c1b-2cd8-48fa-909a-9e1d21faf147,user#user_2gefsInAHaAcoBJyjORIAU1WtZ4,Be absolutely true about your feelings. Don’t hold back.,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1717113562,express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,expression#70785a8c-dfc5-4693-8a47-e988de42fc38,user#user_2fFipKCJx2XaeXMpFuVMiMtRH4s,"Trust is a key ingredient for a lasting and fulfilling relationship. To build trust, I go with the flow, which means letting it happen naturally.",express#3d39d683-4edb-4abd-b53d-b6f8fa4487f9,What are the key ingredients for a lasting and fulfilling relationship?
1716348435,express#3772979a-1a05-4ebe-9ee8-0643ac9dfe54,expression#07d0af3f-30ef-4bd1-bf82-62bfd8bb2f4a,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,RPG by sekai no owari,express#3772979a-1a05-4ebe-9ee8-0643ac9dfe54,Share a song you believe is underrated and explain why it deserves more attention.
1718016554,express#3772979a-1a05-4ebe-9ee8-0643ac9dfe54,expression#5f76a29e-4899-4b6a-b0a6-bd3169243aa8,user#user_2fEzJEp5lUhkYUyfHuo4o1WCKWz,"Musical songs tell stories. Recently, I listened to Requiem.",express#3772979a-1a05-4ebe-9ee8-0643ac9dfe54,Share a song you believe is underrated and explain why it deserves more attention.
1709846196,express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,expression#8679a14a-d789-4a39-af6e-7b6c051e8db8,user#user_2cy5MzQPKVwqRx8pLXi4knE4mtv,"When I was in university, I really like play guitar but it’s actually really hard to play it fluently. So I spent lots of time on practicing. Later on, I find people usually being attracted to my look not my guitar skills. They just compliment me and I kind of feel like my hard work is not being noticed",express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,Feelings that you just cannot explain
1709847040,express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,expression#10c5570c-29cd-420e-a43e-713c9b8b68c1,user#user_2cxafOn3YRojvXwBQAOWTsssxBJ,"I work at a gas station, and occasionally, I'll be there by myself during rush hour. I seriously love this. I get wound up running the register, and talking to the customers. I run both registers at the same time, and keep the customers well taken care of while doing it. I get this great feeling of accomplishness. It makes me feel great knowing I cleared a full store out in less than 5 minutes. I honestly feel like I'm the shit. It seems stupid to others, but damn I love that feeling.",express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,Feelings that you just cannot explain
1709865682,express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,expression#b95ad1e8-0034-4aba-b302-4053fcfb4560,user#user_2dJpRDJBRBB3vZ83EVzwXqOtE6W,the feeling of being on stage and the lights shining on me while i’m dancing . ,express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,Feelings that you just cannot explain
1709917288,express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,expression#a70b7d7e-8980-46d2-878d-cceac64e5b01,user#user_2bP2Rw0wUFI50EpT2tcthFQNCAm,"When mood swings and has a lots of work need to be done,, ",express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,Feelings that you just cannot explain
1710179350,express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,expression#fae1344b-6864-4925-9589-577cd41cfe88,user#user_2YmAD1cvCkPHH3RaNA4jsS9XXQq,"When I have misunderstanding with people and we just can’t explain and have the other person understand. But the other person thinks he/she knows what I am talking about, I feel like going through a dead end road.",express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,Feelings that you just cannot explain
1710186874,express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,expression#339c680b-5bb1-43b8-9bb1-acd04cdd215b,user#user_2dYYiLeV8KdFHuKdMvQiJYglJT3,我,express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,Feelings that you just cannot explain
1710244184,express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,expression#f6149aae-a2bb-48f0-aa0c-6320dfc02bb8,user#user_2YYNVmnbOHGWtLo2Xil0pRZHRAo,Waking up to this ,express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,Feelings that you just cannot explain
1710675485,express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,expression#3b2586c5-55c4-4aed-b957-9c98d1cce8e4,user#user_2YoW9eFdjtwR4YYfpGg7f4MmLX6,"Standing on the stage with my guitar. One second I was nervous, the next I just felt calm and excited. ",express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,Feelings that you just cannot explain
1716349843,express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,expression#617c58fc-9c6e-466b-b78b-b403f4db0157,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Sudden sense of clarity,express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,Feelings that you just cannot explain
1716819249,express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,expression#51d20111-7b42-4514-9cdf-9f2f8306b380,user#user_2fBxS659N6pIiEcAIHAgkuAc49v,bursts of excitement while doing the most random everyday things like waiting in line (no coffee involved),express#8b007679-da2e-4ac1-80a7-40005c1ae9f8,Feelings that you just cannot explain
1713080100,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,expression#a7985894-79a1-4cce-af5a-8cef2e9f9522,user#user_2ewYEXRZNhOik4gDFdwHAE0HBBi,"Singing and writing duets, pulling pranks, playing with my cats, eating delicious food, reading heartfelt positive reviews of my shows",express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,How do you make yourself happy?
1715012693,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,expression#0390e844-577c-49d9-9232-b326780c416a,user#user_2YYNVmnbOHGWtLo2Xil0pRZHRAo,Professional trainer to help me work out and relax muscles. ,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,How do you make yourself happy?
1716345482,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,expression#f28ae434-f73b-4828-acd1-159ba32d4cc5,user#user_2fBxS659N6pIiEcAIHAgkuAc49v,"Exercise or do yoga. Hot yoga, especially in the winter.",express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,How do you make yourself happy?
1716347409,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,expression#a668100d-d513-434e-91ad-4a74f117802e,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Hang out with friends,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,How do you make yourself happy?
1716392152,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,expression#17b191e2-67c2-4f31-b646-24dff9ec7d4c,user#user_2gp7LBHOzB56kTgJfJTTOoP61AL,Cook and Eat delicious food,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,How do you make yourself happy?
1716532703,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,expression#35445225-e568-41da-97de-16d9722594fd,user#user_2gsQLxRwB4st5ADigeP2kVmDobs,Cook a new recipe. My favorite recipe to cook is shrimp with egg.,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,How do you make yourself happy?
1716680264,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,expression#43532a60-a54a-42bc-9066-5afe473b76b5,user#user_2YoW9eFdjtwR4YYfpGg7f4MmLX6,"I love going out into nature, totally unplugged with no phones or computers. As long as there’s fresh air and minimal noise or disturbance by the modern world, then I’m OK.",express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,How do you make yourself happy?
1716893541,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,expression#55cf3ae5-61a3-459a-9112-0b67283dd8d1,user#user_2h3sdV4QEEG2yNVFoebpJzKZRcy,"I love cheering up others as it brings me up as well, and music and long drives also help, but mostly, the gym is my happy place. I love the people, the positive vibe, and getting all my excess energy out. I’ve been going to the gym since I was 12, and the emotional and physical health benefits keep me motivated. After a gym session, I feel fantastic. Besides the gym, I love my job because it fulfills me intellectually. I enjoy traveling to cool places and the challenges and problem-solving opportunities. The most memorable place I've traveled for work is Antwerp, Belgium, and the highlight of my trip was the friends I made through work.",express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,How do you make yourself happy?
1716944368,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,expression#fb000e95-4492-44a5-95c6-108043a3d667,user#user_2YkTp6AYhrXclWNvdOulYGic5Om,Read books,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,How do you make yourself happy?
1717474655,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,expression#89a73faa-a435-478c-8e06-4b17b1e8de1d,user#user_2hJ0RtFzBMaZH9lL4L70kRLRB3v,"be regular at muay thai, walks, meditation, journaling, running, creating ",express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,How do you make yourself happy?
1717545466,express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,expression#3dcdc329-584f-4138-ae67-dcdb037f9ba9,user#user_2fEzJEp5lUhkYUyfHuo4o1WCKWz,"I try to find joy in the small things, like eating good food, listening to music, and spending time with my dog. My favorite food recently has been Yunnan rice noodles in tomato soup!",express#4e14dcb5-2918-4ee8-ad07-4cd1dafdffbe,How do you make yourself happy?
1718225364,express#67e676be-35c2-4387-8cd1-554bd3430678,expression#e7f3dd2b-0d48-4247-98bc-4b32050f8705,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Past life as a spy,express#67e676be-35c2-4387-8cd1-554bd3430678,"What’s the darkest secret you’ve discovered about a close family member, and how did it change your relationship?"
1718744851,express#67e676be-35c2-4387-8cd1-554bd3430678,expression#0153ba27-787b-4650-8b49-8f38bd1f7c68,user#user_2dIJ4J0ChFzAsgBCzqddyKFQn1K,Abusive behavior,express#67e676be-35c2-4387-8cd1-554bd3430678,"What’s the darkest secret you’ve discovered about a close family member, and how did it change your relationship?"
1716350750,express#0e082148-b65c-4e9a-9820-d90a34630780,expression#0be297d1-e3ea-43e1-9353-41f81b4c0d11,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Explore outer space,express#0e082148-b65c-4e9a-9820-d90a34630780,What would you do with your life if money and societal expectations weren't a concern?
1717375327,express#0e082148-b65c-4e9a-9820-d90a34630780,expression#ecd10333-a449-4aae-8359-c948fbddd871,user#user_2fBxS659N6pIiEcAIHAgkuAc49v,Just try a ton of different product ideas see if we can build something people want to use,express#0e082148-b65c-4e9a-9820-d90a34630780,What would you do with your life if money and societal expectations weren't a concern?
1716349338,express#7856e399-f258-4468-b859-9a2dcac83948,expression#e15087af-7a83-49db-b53c-35a97b68f331,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Back to the Future,express#7856e399-f258-4468-b859-9a2dcac83948,What are some movies you have watched more than 3 times?
1716348508,express#e1c43de7-36b3-444a-a37a-8c7ef41d0a35,expression#c63f36e3-232c-4d46-90dc-b40ea080cb88,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Drake,express#e1c43de7-36b3-444a-a37a-8c7ef41d0a35,Create the lineup for your dream music festival. Which artists or bands would perform
